date,local_start,local_end,sessions,users,page_views,pages_per_session,average_engagement_seconds,rage_clicks,dead_clicks,quick_backs,excessive_scroll_sessions,script_errors
2026-08-23,2026-08-22 14:59:24.546 +03:00,2026-08-23 14:59:24.546 +03:00,71,54,185,2.61,88.18,0,3,16,0,0
